text_for_model,label
nopea myös vaihto#ehto kotiintoimitus antaa toimittaja tuote kilpailu#kykyinen hinta,1
edullinen hinta nopea toimitus,1
erittäin tyytyväinen palvelu taulu tulla pian tilata toinen taulu suositellu jo muu photo#walli,1
selkeä hyvin kertoa tarina,0
luvattu aika toimitetti ehtiä joulu#paketti ihana yksilöidä joulu#lahja pieni kummi#poja,1
hienosti mennä neljä viisi maksimi,1
mp vakuutus mennä väärin vaihto moottori pyörä il asiakas palvelija korja virhe vika ifin pyörä myyjänparas osuus vakuutus maksu pudota kolmas osa,1
vaikea saada yhteys voida selvittää asia viesti vasta#tatilaus tulla vain osa puoli#tsaa nähdä miten loppujen käyvastaan#ottaja loma kejät#tävätkö maksetus renkaatsur#kea toiminta,0
hyvä osto#paikka nopea toimitus,1
toimitus ripeä tuote hyvin pakattu paketti ulko#asu siisti saada kuitenkaan paytrail maksu#vahvistus arvostaisin postitus#vahvistus saada lähetys seuranta tarvittava tieto joskus saapumisilmoitus jättää saapua joten nykyään tarkkasta lähtys liike,1
todella nopea toimitus helsinki#outo#kumpu nh puhelin vaikuttaa luvata,1
tuote ok toimitus erittäin hidas,0
teknisesti hyvä palvelu arvoöjoustava ystävälli suhtaumists tila#päinen maksu#vaikeuteen#ikiitos,1
osto ihan jees veloitus hinta kilpailu#kykyinen valitettavasti osto jälkeen pitää passin numero syöttää salaama#toma httpyhteys jälkeen asiakas#palvelu antaa miita vaihto#ehto unacceptable,0
yrittää tavoitella moni päivä mikään sähkö#posti lento peruuntuminen tullu#tys#tävä löytää lento#yhtiö sivu lento vastaus mies jumi ulko#maa mikään saada yhteyden#otto sähkö#posti#ahyvitys,0
kauppa asiallinen helppo#käyttöinen lisäksi palautus#mahdollisuus huomioitu loistavasti valmis paluu#lähetys#lapu helpottaa toimen#pide ostaja näkö#kulma,1
asiakas#palvelu toimitus tuote,1
paha sanoa tila lähinnä piilari tulla aina nopeasti suoraan kotio tuote aina luvata,1
osto#kokemus aina erinomainen tuote saapua huomio#taherättämätön paketti saapua nopeasti lisäksi edullinen hinta plussa,1
asiakas#palvelu kohtuullinen muuten firma vähintään arveluttava maksa eräs verkko#kauppa tilaus toinen peräkäinen kerran saada errorin maksu jälkeen raha kyllä mennä tililtä maksu kuitenkaan rekisteröitynyt verkko#kauppa tuote edelleen ostos#kori ensimmäinen tilaus jälkeen raha tulla kyllä takaisin tilille viikko odottelu jälkeen klarnan sivu ohjeiste kuitenkin asiakas seuraava tapa tilaus pystyä luoda poikta maksu#tapahtuma automaattisesti pankki#päivä sisällä tilauksestaoli kuitenkin iloinen raha yli#päänsä palautuiva toivoa palautuva tälläkki kerta toinen kerta saada asiakas#palvelu nopeasti yhteys chatpalvelu kautta kertoa maksu teknistä vika suositella klarnalaskuttu suoraan maksaminen sijasta kuulemma asiakas ilmainen luottaa klarnaan ihan paljoa haluta laskutus#asiakas toisekseen vähintään arveluttava suositella asiakas suora#maksu sijasta laskutus#palvelu#atoinen ihmetellä asiakas tiedote ennen maksu#tapahtuma palvelu teknistä vika varsinkin vika asiakas#palvelu saada vastaus peruste tiedostettu toisekseen aikaikku epä#onnistunut tilaus välillä lähes kaksi viikko joten luulla vika keretty korjata kokemus vahvistaa luottamus klarnaan raha palauduttu tili aijo pysyä kaukana klarnas verkko#kaupa tehdä yhteis#työ,0
parts arrive time and you can trusta the quality of the parts,1
hyvä kauppa,1
nopea toimitus kiva paita tulla toi ostos,1
kusetus muka päivä hinta kummasti päivä hinta hyvin paljon pieni esimerkki hintanne suosittele kukaan,0
tuote näkyä vielä,0
kiitos nopea hyvä palvelu,1
hidas palvelu,0
toimitus nopea kenkä vastas odotus aivan mahtava netti#kauppa,1
toimitus#aika päivä odottaa viikko,0
tilaus toimitus toimia hyvin#peri luvattu ajassa#tuote pakattu hyvin#tuliva ehjä perilleoli tyyty#väinen#suosittele,1
liian hidas toimitus,0
asiakas#palvelu vastata palauttaminen todella vaikea asiakas joutua posti#paketti maksaa,0
nopea ammatti#taitoinen asiakas#palvelu asioin täällä varmasti myös jatko,1
todella nopea toiminta todella laadukas tuote kaikki puoli tyytyväinen,1
antaa nolla tähteä voida käsittämätön lafka ymmärtää mikään paketti kulkea firma kautta jäädä joulu pukilta parit lahja jakama ehkä ensi vuosi saapua saada nähdä toivota,0
helppo nopeasti,1
paketti tracking code kestää iäisyys tulla selittyy kuitenkin varmaan ehkäuuden#vuosi ruuhka posti#toimi#paikka laittaa oikein paketti mennä kilo#metri pää mahdollisuus hakea itsi kukaan muu henkilöllisyys#todistus vaatia huoh,0
palautin tuote haluta muuttaa lahja#kortti#hyvitys luotto#kortti#hyvityksia#palvelsia#palu vastata heti tehdä muutos sähkö#posti#viesti tilaus kysymys tulla nopeasti tuote palauttaminen helppo hyvä palvelu,1
tuote tulla tulla nopeasti maksaminen sujua hienosti jäädä hyvä mieli voida suositella,1
raha palautus kestää turha pitkä,0
vaikuttaa ok toiminta lyhyt kokemus peruste,1
tuote vastata kuvaus tulla nopeasti ainoastaan heikko lataus#teho laskea arvostelu haluta palauttaa tuote,0
todella vaivaton tuote palautus kaikki toimia todella hienosti voida antaa luokitus,1
helppo nopea tapa sijoitta oma kokemus peruste kuitenkin joutua valitettavasti todeta sijoitus riski näyttää todella suuri alku laina takaisin#maksu toimia hyvin nykyisin takaisin#maksu alkaa viivästyä esimerkiksi hetki kolmasosa sisällä sijoitus aktiivinen erääntynes takaisin#maksu myöhässä vanha takaisin#maksu viivästyminen jo lähes kaksi vuosi takaisia toivoa tarkka sijoitus takaisi#maksu seuranta informointia sijoittaja,0
ihana palvelu hinta#luokka,1
vastata kokemus edellinen kirjoittaja tilata maksaa tuote ensimmäinen kerran yritys yhteys jolloin jenny vastata kyseinen sävy loppu#neki tilaus lähetettäinen seuraava viikko näin tapahtua seuraava kerran kyselin tilaus perään enää vastattu jättää pyynnin raha palautus ainakaan toistaiseksi reagoituminen vaihe verkko#kauppa näkyä tuote loppua varasto luvata normaali toimitus#aika#oli yhteys klarnaan asia suhteen positiivinen sanoa tilanne käsittely,0
tilaus tehdä kolme viikko sitten tuote edelleen tulla,0
kypärä tulla nopeastiyrit kuitenkin poika katsoa sama dmalli housut onnistua mainos liekkö osaamattomuus samoin koko#puku mainos oikein onnistunu,1
tilaus toimitus viikko,0
maksaa tilaus kaksi kerta saada kuitenkaan liikaa maksa raha takaisin,0
muuten kaikki hoitui hienosti mukana tulla laturi piuha toimia joten neljä tähteä,1
kuva väri surkea teksti pieni epä#selvä saada mikään selvä,0
kaikki ok läppäri pakattu hyvin kuljetus kone luvatti siisti kunnossa yksi kotelo ruuva kierre korkanne uusi myyty vaikuttaa käytäntö yhtään mikään,1
toimitus#aika kohtuutto pitkä ostos maksaminen verkko#pankki vaikea toimitus eteneminen lähetet ilmoitus asiakas#lähtöisyys palvelu kaukana suosittele,0
nopea toimitus tuote pitikki siirtyä suosikki#netti#kauppa joukko,1
nopea toimitus rengas tulla pareittain peräkäinen päivä,1
heitoistainen kerta joutua pettyä palvelu#unne aina toimia hyvin,1
kehno verkko#sivusto kaatua usein kesken varaus matka selailu suositella käyttää ainoastaan mikäli jokin erinomainen tarjous vaatia nimen#omaan travelli käyttö harmi palvelu potentiaali paljon hyvä saitti jäädä kymmenen vuosi kehitys jälkeen,0
lippu ostaminen kokemus aivan hirve sirkustelu todella sekava nettis#ivu ostaisin lippu jokin muualta muualla myytäinen,0
kaikki pelata kuten pitikki,1
todella nopea toiminta saada laina juuri silloin tarvita,1
maasto#käyttö erinomainen tarkka tilaraja tarkistus maltettava odottaa viimeinen satelliitti tilaus teko saada helppo asiakas#tuki kylä toimia,1
tuote tilaaminen helppo luvata toimitus#aika viivästyä usea viika lisäksi huono tuuri jatkua yksi paketti mennä väärä osoite avata loppu tuote tulla osa ovi ihan naarmuisa reklamoiti luvata lähettää uusi osa tilaus#vahvistus taas viikko toimitus#aika kasa levy odottelema ties kuinka kauan loppujen saapuminen ehdotettu mikään hyvitys edes joten tulla enempää kaksi tähteä ehdottomasti tulla saada rahallinen hyvitys uusi osa lisäksi aika#taulu venyä paljon haitata aiheutua asiakas,0
erittäin pitkä toimitus#aika,0
käyttää kaksi kerta heti mennä rikki päällinen kangas sauma kohta,0
tyytyväinen palvelu,0
valikoima laaja päätös tehty tilasi toimitus tulla kotio saakka parissa päivä juliste todella laadukas mukana paketti kätevä kehys ripustus#naru kiitos,1
paketti tulla nopsa laatu hyvä väri nappi,1
toimitus ainakin nopea,1
hyvin pakattu#siisti,1
hyvä hinta helppo tilaus,1
ruåttalais kiskuri lähettävä muistutus#lasku lisine ensimmäinen lasku kiitos,0
kerta koti toimitus todella surkea suomi posti sopia kolme ilta yoimitus koskaan tulla tuoma sopia aika jokainen kerran jälkeen itin yhteys asiakas#palvelu ennen kolmatys yritys sanoa tänään varmistaa varmasti saada paketti tulla neljäs päivä puhelin yhteensä tunti setvi asia vaikuttaa posti hukantut paketti ilta vihdoin paketti tuotiin kysyä jokin ongelma toimitus kuljettaja sanoa kysyä miksi#köhä koti toimitus mennä hankalasti sanoa riippua ihan kuljettaja seuraava tilaus tehdä toden#näköisesti muualta,0
onnistua kirja kaikki,1
laaja valikoima hyvä maksu toimitus#tapa hyvä tuote,1
nopea ystävällinen laina#neuvo puhelin eveliina suominen kiitos,1
aivan käsittämätön vielä lähettää tilaama tuote,0
edullinen nopea toimitus#suositel,1
toimia palvelu pelata,1
ottaa varaus yhetys makuutus matka peruuntuminen vara matka tilata jo muutama kuukausi ennen covid pandemia soittaa travelli#kiin peruihn matka huono näkymä johdosta palautus miinus käsittely#maksu luvata tili päivä sisällä yhteyden#otostanut palautus vielä näkyä puhelu mennä jokin espanja jonne välttämättä haluta raha puhelu enää lisää tuhla#tanäyttä yli#määräinen vakuutus ottaminen oio täysin turha matka kokonasihinen jäädä ikuisiskis aika saada,0
toimitus kestää ilmoitettu aika odottaa ihan perus valo#kuva viikko hirma harmittaa tulla palaute#kysely tuote tulla,0
toimia puhelin,0
asiointi mukava nopea raha tulla tiliile tosi nopeasti,1
hyvä tuote edullinen toimitus nopea,1
harhaan#johtava mainonta kulta#piste kehuu markkinat hyvä hinta#taso vasta syvä ehto pureutuminen jälkeen selvitä taso saavuttaa vasta myytävä määrä suuri g hinta#kikkailu lisäksi jokainen punnittava gramma veloite e käsittely#kulu vertailu vuoksi perinteinen kivijalka#liike tehdä kohtuullinen kerta#luontoinen maksu vela määrä#kohtainen summa esimerkinomaisesti myymä gramma ketju arvioiti arvoiseksi summa vähetä samantien arviointi#kustannus emi#ele kyseinen yritys käyttää surutta hyöty ihminen tämän#hetki lomautus#koro#ahdinko myydä arvo#tavara hyöty normaali#kuluttaja jäädä hyvin pieni lukea ehto vertaile muu tarjoajia#suosittel välttää houkutteleva mainonta huolimatta,0
hyvä palvelu,1
kaksi kerta pieni säätö kartta#paikka heti saada apu toimia,1
palautus#osoite tulla tarrana valmis tilatu tuote mukana voida olettaa ihmi#silä kaikki kopio#kone skanneri koto jotta pysyyy tulostelema palautus#koodi paketti päälle koodeinenntoivottava#sti oma palautus tulla perille vain voida kirjoita etiketti numero ylös tolppa#koodi pystyä käsi kone lukea jäljentämä tietenkään syy näin vaikea palautus#systeemi olettas postimyynti tarkoittaa vaivaton asiakas näin kohta mieli oletus#kinpa syy jatkaa asiakkuu tilaus saaminen kestää kolmas viikko aivan liian kauan#lupaatte toisen#laki palvelu nopea toimitus helppo asiointia tuote kuitenkin hyvä sopiva malli tällä#kerta vielä#ehto sääntö tieto#suoja mieli myös suomi ruotsi,0
tilata tuote normaalisti viikko odottelu jälkeen saada sähkö#posti tuote toimite lainkaan,0
edullinen kuva laatu ihan hyvä mahdollinen kyllä kiva halpo,1
laitetu kunto raha palautus v ongelma kestää varma kauki palau raha asiakas tilille pankki pomo lämmitä oma mja toimisto tuoli voida näin klarna pankki pomo pyöri pörssi asiakas palautus raha päivä kerma päältä mitäs homma nimi tulla laittaa tieto isompa otsikko ilta#lehti jokin isompa kohuotsikko laittaa paljon varastanut klarna välitys pankki paljon jäädä saada asiakas palautus raha tehty virhe ero päästä viita petos syyte vuota eni yritetty huijata asiakaita#kaikka raja euro#oppa pankki laki pitäs vaikuttaa myös klarna välitys pankki noudattaa laki petos euro#oppa pankki raha siirto palautus saada kestää päivä sanoa pankki virka#leja maanantai mennä valitus kuitti kuluttaja virasto virkale sama kysyä tämmöinen klarna välitys pankki loppetatus petos haise koko homma,0
tuote#valikoima hyvä toimitus nopea asikas#palvelu vastata kysymyk todella nopeasti suositella,1
antaa miinus tähti voida antaa voida joutu valitettavasti antaa yksi tähdentilasi ruotsi paketti seila suomi manner edestakaisin paketti pitää saada posio näkyä kuulu#seuranta paketti saapua ruotsi turkuun seikkailu sitten alkaa turu paketti matkata savon#linna täällä teksi virheellisesti lajiteltu seuraava etappi vanta teksti lähetys matka paketti saapua rova#nie teksti lähetys saapua jakelu#terminaali tunti jälkeen rova#niemi ilmoittaa paketti lajiteltu virheellisesti ottaa jo yhteys postnord asiakas#palvelu tiedusteli millo paketti saapua määrän#pää tänne posio asiakas#palvelu luvata selvittää asia selvitys tulla ilmoittaa paketti todella rovaniemi jakelu#terminaali henkilö#kunta käsi luvata laittaa heti seuraava päivä kuljetus tyytyväinen vihdoin viimein saada paketti toisin käydä seuraava päivä tulla teksti viesti paha paketti lajiteltu virheellisesti mennä takaisin vantas alkaa uudelleen selvitys#työ paketti mennä vantas takaisin asiakas#palvelu pahoite jälleen kerran tapahtua sanoa rova#niemi jaa posio alue mikään paketti paketti lähettää takaisin vantas jotta saada sieltä lähetetty oulu näin ollen paketti pitää saapu ensi viikko toivo sopia näin käyki tulla enään koskaan käyttää kyseinen firma kuljetus#palvelu seurata mieli#paha harmi,0
tyytyväinen ostos nopea toimitus,1
tilata päivä joulukuu tuote päivä paketti näkyä,0
huomata mikään rakahalu vaikuttava rasva polttava vaikutus harmi tulipa taas kokeiltu,0
perutti lento raha luvata palauttaa max päivä kulua raha palautettu käsittely maksu tulla käsittely maksu mina perutta lento#matka,0
nopea selkeä ohjeistus selkeä käyttää,1
haluta odottaa kk alku#peräinen tilaus teko valitse koti mieli pelkkä pahoittelu riitäva koti pitää tarjota edes jonkinlainen hyvitys,0
peruutti lento saada sähkö#posti viesti luvata palauttaa raha päivä kulua kulua jo melkein kuukausi vielä saada raha takaisin,0
mahtava asia tulla luukku vasta seitsemäs päivä into odottaa tulla tuleva päivä,1
tilattu tuote ihmetellä muka postite no lähi#kauppa tulla ilman postitus#kulu hinta alhainen muu tänään tilata lisää firma kerran homma toimia,1
lukea ostos saapuineva ennen joulu ostos saapua vielä,0
tuote mennä kaksi päivä sisällä rikki,0
tilata kirja joulu#lahja reilu kaksi viikko ennen joulu toimitus viivästyä lähetys#tunnus löytyä kirja kaksi viikko lähes viikko joulu jälkeen tulla ilmoitus kirja saapua suomi raja sisä#puoli harmittaa ehtiä lahja pää kuitenkin löytyä,0
aina tyytyväinen il vakuutus palvelu moni asia saada hyvä neuvo aina ystävällinen henkilö#kunta auttaa kaikki,1
nopea toimitus tilaus vastata odotus,1
hyvä kuva hyvä tarjous joulu aika toimitus kestää normaali pitkään,1
asiointi helppo ostaa tuote juuri sopivasti perillä kiitos,1
enää staypro,0
laaja koti#vakuutus korva vanhentunut tuote esimerkiksi vuosi macbook remontti ifissä sanoa lukea netti#sivu valitsi vakuutus laji vain pieni kirjain sopimus tila laaja koti#vakuutus näet vain teksti vakuutus korva äkillisesti ennalta arvaamattomasti rikkoutunut omaisuutesijos esimerkiksi tönäinen taulu#televisio imuraidi kumoon puhelin pudota lattia koti#vakuutus korva vahingon#mieli näyttää huijaus tarvita maksaa ifille korva vain uusi tuote oma takuuja rehellisesti asiakas kohtaan varoittaa etu#käteen tuote ikä merkitä paljonja muu vakuutus#yritys korvaava kulu tälläinen tapaus vuosi maksaa ifille kaikki vakuutus#lasku ensimmäinen kerta pyytää korvaus pettyä,0
tilaaminen sujua netti kautta helposti asiakas#palvelu tuntua henkilö#kohtainen tuote tulla pian lähi#kauppa paketti#palvelu palautus sujua tarvita hyvin helposti,1
tilantut kuukausi sitten joulu lahja huone#kalu vieläkä näkyä,0
tilata monivärinen tulppaani ilmeisesti toimitetti yksivärinen,0
nopea tarjous kohtuullinen korko asiakas#palvelu soittaa kysyä miellyttikö joku tarjous jokin kysymys asia liittyä asiakas#palvelija conny granroth ystävällinen asian#tunteva,1
